"","province","biweek","year","cases","date_sick"
"662",10,12,1993,66,1993-06-04
"663",10,13,1993,85,1993-06-18
"664",10,14,1993,123,1993-07-02
"665",10,15,1993,138,1993-07-16
"666",10,16,1993,128,1993-07-30
"667",10,17,1993,127,1993-08-13
"668",10,18,1993,150,1993-08-27
"669",10,19,1993,175,1993-09-10
"670",10,20,1993,191,1993-09-24
"671",10,21,1993,201,1993-10-08
"672",10,22,1993,211,1993-10-22
"673",10,23,1993,209,1993-11-05
"674",10,24,1993,181,1993-11-19
"675",10,25,1993,134,1993-12-03
"676",10,26,1993,93,1993-12-17
"677",10,1,1994,63,1994-01-01
"678",10,2,1994,54,1994-01-15
"679",10,3,1994,64,1994-01-29
"680",10,4,1994,72,1994-02-12
"681",10,5,1994,70,1994-02-26
"682",10,6,1994,61,1994-03-12
"683",10,7,1994,46,1994-03-26
"684",10,8,1994,37,1994-04-09
"685",10,9,1994,47,1994-04-23
"686",10,10,1994,64,1994-05-07
"687",10,11,1994,67,1994-05-21
"688",10,12,1994,65,1994-06-04
"689",10,13,1994,78,1994-06-18
"690",10,14,1994,105,1994-07-02
"691",10,15,1994,126,1994-07-16
"692",10,16,1994,136,1994-07-30
"693",10,17,1994,127,1994-08-13
"694",10,18,1994,99,1994-08-27
"695",10,19,1994,76,1994-09-10
"696",10,20,1994,70,1994-09-24
"697",10,21,1994,70,1994-10-08
"698",10,22,1994,60,1994-10-22
"699",10,23,1994,49,1994-11-05
"700",10,24,1994,51,1994-11-19
"701",10,25,1994,59,1994-12-03
"702",10,26,1994,55,1994-12-17
"703",10,1,1995,41,1995-01-01
"704",10,2,1995,37,1995-01-15
"705",10,3,1995,46,1995-01-29
"706",10,4,1995,49,1995-02-12
"707",10,5,1995,41,1995-02-26
"708",10,6,1995,31,1995-03-12
"709",10,7,1995,26,1995-03-26
"710",10,8,1995,26,1995-04-09
"711",10,9,1995,32,1995-04-23
"712",10,10,1995,39,1995-05-07
"713",10,11,1995,40,1995-05-21
"714",10,12,1995,37,1995-06-04
"715",10,13,1995,38,1995-06-18
"716",10,14,1995,45,1995-07-02
"717",10,15,1995,66,1995-07-16
"718",10,16,1995,99,1995-07-30
"719",10,17,1995,128,1995-08-13
"720",10,18,1995,143,1995-08-27
"721",10,19,1995,143,1995-09-10
"722",10,20,1995,126,1995-09-24
"723",10,21,1995,103,1995-10-08
"724",10,22,1995,88,1995-10-22
"725",10,23,1995,76,1995-11-05
"726",10,24,1995,64,1995-11-19
"727",10,25,1995,52,1995-12-03
"728",10,26,1995,44,1995-12-17
"729",10,1,1996,40,1996-01-01
"730",10,2,1996,36,1996-01-15
"731",10,3,1996,32,1996-01-29
"732",10,4,1996,31,1996-02-12
"733",10,5,1996,36,1996-02-26
"734",10,6,1996,38,1996-03-12
"735",10,7,1996,32,1996-03-26
"736",10,8,1996,24,1996-04-09
"737",10,9,1996,19,1996-04-23
"738",10,10,1996,25,1996-05-07
"739",10,11,1996,54,1996-05-21
"740",10,12,1996,91,1996-06-04
"741",10,13,1996,96,1996-06-18
"742",10,14,1996,74,1996-07-02
"743",10,15,1996,72,1996-07-16
"744",10,16,1996,95,1996-07-30
"745",10,17,1996,113,1996-08-13
"746",10,18,1996,112,1996-08-27
"747",10,19,1996,108,1996-09-10
"748",10,20,1996,110,1996-09-24
"749",10,21,1996,118,1996-10-08
"750",10,22,1996,133,1996-10-22
"751",10,23,1996,144,1996-11-05
"752",10,24,1996,136,1996-11-19
"753",10,25,1996,115,1996-12-03
"754",10,26,1996,98,1996-12-17
"755",10,1,1997,86,1997-01-01
"756",10,2,1997,80,1997-01-15
"757",10,3,1997,79,1997-01-29
"758",10,4,1997,82,1997-02-12
"759",10,5,1997,88,1997-02-26
"760",10,6,1997,86,1997-03-12
"761",10,7,1997,70,1997-03-26
"762",10,8,1997,55,1997-04-09
"763",10,9,1997,60,1997-04-23
"764",10,10,1997,77,1997-05-07
"765",10,11,1997,96,1997-05-21
"766",10,12,1997,114,1997-06-04
"767",10,13,1997,124,1997-06-18
"768",10,14,1997,139,1997-07-02
"769",10,15,1997,215,1997-07-16
"770",10,16,1997,354,1997-07-30
"771",10,17,1997,481,1997-08-13
"772",10,18,1997,567,1997-08-27
"773",10,19,1997,630,1997-09-10
"774",10,20,1997,682,1997-09-24
"775",10,21,1997,773,1997-10-08
"776",10,22,1997,948,1997-10-22
"777",10,23,1997,1108,1997-11-05
"778",10,24,1997,1094,1997-11-19
"779",10,25,1997,957,1997-12-03
"780",10,26,1997,848,1997-12-17
"781",10,1,1998,779,1998-01-01
"782",10,2,1998,700,1998-01-15
"783",10,3,1998,607,1998-01-29
"784",10,4,1998,566,1998-02-12
"785",10,5,1998,590,1998-02-26
"786",10,6,1998,553,1998-03-12
"787",10,7,1998,378,1998-03-26
"788",10,8,1998,191,1998-04-09
"789",10,9,1998,122,1998-04-23
"790",10,10,1998,133,1998-05-07
"791",10,11,1998,157,1998-05-21
"792",10,12,1998,188,1998-06-04
"793",10,13,1998,221,1998-06-18
"794",10,14,1998,253,1998-07-02
"795",10,15,1998,281,1998-07-16
"796",10,16,1998,303,1998-07-30
"797",10,17,1998,335,1998-08-13
"798",10,18,1998,379,1998-08-27
"799",10,19,1998,415,1998-09-10
"800",10,20,1998,428,1998-09-24
"801",10,21,1998,423,1998-10-08
"802",10,22,1998,406,1998-10-22
"803",10,23,1998,372,1998-11-05
"804",10,24,1998,315,1998-11-19
"805",10,25,1998,250,1998-12-03
"806",10,26,1998,221,1998-12-17
"807",10,1,1999,271,1999-01-01
"808",10,2,1999,148,1999-01-15
"809",10,3,1999,219,1999-01-29
"810",10,4,1999,152,1999-02-12
"811",10,5,1999,218,1999-02-26
"812",10,6,1999,149,1999-03-12
"813",10,7,1999,156,1999-03-26
"814",10,8,1999,116,1999-04-09
"815",10,9,1999,140,1999-04-23
"816",10,10,1999,170,1999-05-07
"817",10,11,1999,225,1999-05-21
"818",10,12,1999,278,1999-06-04
"819",10,13,1999,356,1999-06-18
"820",10,14,1999,307,1999-07-02
"821",10,15,1999,211,1999-07-16
"822",10,16,1999,263,1999-07-30
"823",10,17,1999,251,1999-08-13
"824",10,18,1999,206,1999-08-27
"825",10,19,1999,175,1999-09-10
"826",10,20,1999,130,1999-09-24
"827",10,21,1999,164,1999-10-08
"828",10,22,1999,142,1999-10-22
"829",10,23,1999,124,1999-11-05
"830",10,24,1999,101,1999-11-19
"831",10,25,1999,103,1999-12-03
"832",10,26,1999,58,1999-12-17
"833",10,1,2000,81,2000-01-01
"834",10,2,2000,82,2000-01-15
"835",10,3,2000,64,2000-01-29
"836",10,4,2000,50,2000-02-12
"837",10,5,2000,76,2000-02-26
"838",10,6,2000,76,2000-03-12
"839",10,7,2000,57,2000-03-26
"840",10,8,2000,50,2000-04-09
"841",10,9,2000,57,2000-04-23
"842",10,10,2000,102,2000-05-07
"843",10,11,2000,140,2000-05-21
"844",10,12,2000,165,2000-06-04
"845",10,13,2000,169,2000-06-18
"846",10,14,2000,187,2000-07-02
"847",10,15,2000,227,2000-07-16
"848",10,16,2000,257,2000-07-30
"849",10,17,2000,301,2000-08-13
"850",10,18,2000,290,2000-08-27
"851",10,19,2000,267,2000-09-10
"852",10,20,2000,225,2000-09-24
"853",10,21,2000,262,2000-10-08
"854",10,22,2000,285,2000-10-22
"855",10,23,2000,285,2000-11-05
"856",10,24,2000,294,2000-11-19
"857",10,25,2000,333,2000-12-03
"858",10,26,2000,260,2000-12-17
"859",10,1,2001,386,2001-01-01
"860",10,2,2001,290,2001-01-15
"861",10,3,2001,399,2001-01-29
"862",10,4,2001,423,2001-02-12
"863",10,5,2001,418,2001-02-26
"864",10,6,2001,404,2001-03-12
"865",10,7,2001,467,2001-03-26
"866",10,8,2001,729,2001-04-09
"867",10,9,2001,459,2001-04-23
"868",10,10,2001,532,2001-05-07
"869",10,11,2001,666,2001-05-21
"870",10,12,2001,738,2001-06-04
"871",10,13,2001,938,2001-06-18
"872",10,14,2001,1039,2001-07-02
"873",10,15,2001,993,2001-07-16
"874",10,16,2001,870,2001-07-30
"875",10,17,2001,764,2001-08-13
"876",10,18,2001,689,2001-08-27
"877",10,19,2001,525,2001-09-10
"878",10,20,2001,354,2001-09-24
"879",10,21,2001,385,2001-10-08
"880",10,22,2001,417,2001-10-22
"881",10,23,2001,518,2001-11-05
"882",10,24,2001,366,2001-11-19
"883",10,25,2001,469,2001-12-03
"884",10,26,2001,360,2001-12-17
"885",10,1,2002,339,2002-01-01
"886",10,2,2002,212,2002-01-15
"887",10,3,2002,305,2002-01-29
"888",10,4,2002,203,2002-02-12
"889",10,5,2002,279,2002-02-26
"890",10,6,2002,242,2002-03-12
"891",10,7,2002,237,2002-03-26
"892",10,8,2002,229,2002-04-09
"893",10,9,2002,208,2002-04-23
"894",10,10,2002,229,2002-05-07
"895",10,11,2002,262,2002-05-21
"896",10,12,2002,435,2002-06-04
"897",10,13,2002,500,2002-06-18
"898",10,14,2002,451,2002-07-02
"899",10,15,2002,351,2002-07-16
"900",10,16,2002,340,2002-07-30
"901",10,17,2002,370,2002-08-13
"902",10,18,2002,281,2002-08-27
"903",10,19,2002,259,2002-09-10
"904",10,20,2002,226,2002-09-24
"905",10,21,2002,248,2002-10-08
"906",10,22,2002,363,2002-10-22
"907",10,23,2002,324,2002-11-05
"908",10,24,2002,376,2002-11-19
"909",10,25,2002,420,2002-12-03
"910",10,26,2002,445,2002-12-17
"911",10,1,2003,473,2003-01-01
"912",10,2,2003,354,2003-01-15
"913",10,3,2003,301,2003-01-29
"914",10,4,2003,278,2003-02-12
"915",10,5,2003,270,2003-02-26
"916",10,6,2003,203,2003-03-12
"917",10,7,2003,189,2003-03-26
"918",10,8,2003,235,2003-04-09
"919",10,9,2003,212,2003-04-23
"920",10,10,2003,201,2003-05-07
"921",10,11,2003,196,2003-05-21
"922",10,12,2003,226,2003-06-04
"923",10,13,2003,183,2003-06-18
"924",10,14,2003,242,2003-07-02
"925",10,15,2003,245,2003-07-16
"926",10,16,2003,289,2003-07-30
"927",10,17,2003,316,2003-08-13
"928",10,18,2003,328,2003-08-27
"929",10,19,2003,314,2003-09-10
"930",10,20,2003,239,2003-09-24
"931",10,21,2003,309,2003-10-08
"932",10,22,2003,379,2003-10-22
"933",10,23,2003,423,2003-11-05
"934",10,24,2003,289,2003-11-19
"935",10,25,2003,249,2003-12-03
"936",10,26,2003,135,2003-12-17
"937",10,1,2004,135,2004-01-01
"938",10,2,2004,119,2004-01-15
"939",10,3,2004,91,2004-01-29
"940",10,4,2004,67,2004-02-12
"941",10,5,2004,133,2004-02-26
"942",10,6,2004,138,2004-03-12
"943",10,7,2004,93,2004-03-26
"944",10,8,2004,78,2004-04-09
"945",10,9,2004,64,2004-04-23
"946",10,10,2004,71,2004-05-07
"947",10,11,2004,79,2004-05-21
"948",10,12,2004,116,2004-06-04
"949",10,13,2004,102,2004-06-18
"950",10,14,2004,260,2004-07-02
"951",10,15,2004,231,2004-07-16
"952",10,16,2004,349,2004-07-30
"953",10,17,2004,236,2004-08-13
"954",10,18,2004,294,2004-08-27
"955",10,19,2004,321,2004-09-10
"956",10,20,2004,218,2004-09-24
"957",10,21,2004,322,2004-10-08
"958",10,22,2004,191,2004-10-22
"959",10,23,2004,414,2004-11-05
"960",10,24,2004,107,2004-11-19
"961",10,25,2004,226,2004-12-03
"962",10,26,2004,61,2004-12-17
"963",10,1,2005,161,2005-01-01
"964",10,2,2005,144,2005-01-15
"965",10,3,2005,133,2005-01-29
"966",10,4,2005,109,2005-02-12
"967",10,5,2005,131,2005-02-26
"968",10,6,2005,71,2005-03-12
"969",10,7,2005,53,2005-03-26
"970",10,8,2005,82,2005-04-09
"971",10,9,2005,221,2005-04-23
"972",10,10,2005,465,2005-05-07
"973",10,11,2005,157,2005-05-21
"974",10,12,2005,318,2005-06-04
"975",10,13,2005,232,2005-06-18
"976",10,14,2005,287,2005-07-02
"977",10,15,2005,239,2005-07-16
"978",10,16,2005,291,2005-07-30
"979",10,17,2005,172,2005-08-13
"980",10,18,2005,258,2005-08-27
"981",10,19,2005,218,2005-09-10
"982",10,20,2005,237,2005-09-24
"983",10,21,2005,178,2005-10-08
"984",10,22,2005,166,2005-10-22
"985",10,23,2005,316,2005-11-05
"986",10,24,2005,94,2005-11-19
"987",10,25,2005,224,2005-12-03
"988",10,26,2005,8,2005-12-17
"989",10,1,2006,265,2006-01-01
"990",10,2,2006,162,2006-01-15
"991",10,3,2006,211,2006-01-29
"992",10,4,2006,113,2006-02-12
"993",10,5,2006,165,2006-02-26
"994",10,6,2006,146,2006-03-12
"995",10,7,2006,137,2006-03-26
"996",10,8,2006,117,2006-04-09
"997",10,9,2006,74,2006-04-23
"998",10,10,2006,406,2006-05-07
"999",10,11,2006,335,2006-05-21
"1000",10,12,2006,450,2006-06-04
"1001",10,13,2006,332,2006-06-18
"1002",10,14,2006,533,2006-07-02
"1003",10,15,2006,166,2006-07-16
"1004",10,16,2006,475,2006-07-30
"1005",10,17,2006,77,2006-08-13
"1006",10,18,2006,335,2006-08-27
"1007",10,19,2006,280,2006-09-10
"1008",10,20,2006,260,2006-09-24
"1009",10,21,2006,291,2006-10-08
"1010",10,22,2006,206,2006-10-22
"1011",10,23,2006,382,2006-11-05
"1012",10,24,2006,94,2006-11-19
"1013",10,25,2006,429,2006-12-03
"1014",10,26,2006,173,2006-12-17
"1015",10,1,2007,310,2007-01-01
"1016",10,2,2007,192,2007-01-15
"1017",10,3,2007,137,2007-01-29
"1018",10,4,2007,121,2007-02-12
"1019",10,5,2007,132,2007-02-26
"1020",10,6,2007,104,2007-03-12
"1021",10,7,2007,100,2007-03-26
"1022",10,8,2007,122,2007-04-09
"1023",10,9,2007,104,2007-04-23
"1024",10,10,2007,160,2007-05-07
"1025",10,11,2007,224,2007-05-21
"1026",10,12,2007,312,2007-06-04
"1027",10,13,2007,255,2007-06-18
"1028",10,14,2007,365,2007-07-02
"1029",10,15,2007,202,2007-07-16
"1030",10,16,2007,388,2007-07-30
"1031",10,17,2007,229,2007-08-13
"1032",10,18,2007,244,2007-08-27
"1033",10,19,2007,404,2007-09-10
"1034",10,20,2007,278,2007-09-24
"1035",10,21,2007,302,2007-10-08
"1036",10,22,2007,373,2007-10-22
"1037",10,23,2007,382,2007-11-05
"1038",10,24,2007,319,2007-11-19
"1039",10,25,2007,264,2007-12-03
"1040",10,26,2007,167,2007-12-17
"1041",10,1,2008,235,2008-01-01
"1042",10,2,2008,208,2008-01-15
"1043",10,3,2008,242,2008-01-29
"1044",10,4,2008,210,2008-02-12
"1045",10,5,2008,291,2008-02-26
"1046",10,6,2008,179,2008-03-12
"1047",10,7,2008,203,2008-03-26
"1048",10,8,2008,308,2008-04-09
"1049",10,9,2008,210,2008-04-23
"1050",10,10,2008,276,2008-05-07
"1051",10,11,2008,324,2008-05-21
"1052",10,12,2008,393,2008-06-04
"1053",10,13,2008,429,2008-06-18
"1054",10,14,2008,543,2008-07-02
"1055",10,15,2008,462,2008-07-16
"1056",10,16,2008,782,2008-07-30
"1057",10,17,2008,450,2008-08-13
"1058",10,18,2008,307,2008-08-27
"1059",10,19,2008,210,2008-09-10
"1060",10,20,2008,404,2008-09-24
"1061",10,21,2008,624,2008-10-08
"1062",10,22,2008,462,2008-10-22
"1063",10,23,2008,583,2008-11-05
"1064",10,24,2008,296,2008-11-19
"1065",10,25,2008,408,2008-12-03
"1066",10,26,2008,172,2008-12-17
"1067",10,1,2009,198,2009-01-01
"1068",10,2,2009,122,2009-01-15
"1069",10,3,2009,145,2009-01-29
"1070",10,4,2009,93,2009-02-12
"1071",10,5,2009,92,2009-02-26
"1072",10,6,2009,109,2009-03-12
"1073",10,7,2009,67,2009-03-26
"1074",10,8,2009,117,2009-04-09
"1075",10,9,2009,100,2009-04-23
"1076",10,10,2009,116,2009-05-07
"1077",10,11,2009,189,2009-05-21
"1078",10,12,2009,230,2009-06-04
"1079",10,13,2009,318,2009-06-18
"1080",10,14,2009,177,2009-07-02
"1081",10,15,2009,277,2009-07-16
"1082",10,16,2009,302,2009-07-30
"1083",10,17,2009,281,2009-08-13
"1084",10,18,2009,234,2009-08-27
"1085",10,19,2009,261,2009-09-10
"1086",10,20,2009,275,2009-09-24
"1087",10,21,2009,268,2009-10-08
"1088",10,22,2009,334,2009-10-22
"1089",10,23,2009,397,2009-11-05
"1090",10,24,2009,338,2009-11-19
"1091",10,25,2009,331,2009-12-03
"1092",10,26,2009,284,2009-12-17
"1093",10,1,2010,462,2010-01-01
"1094",10,2,2010,308,2010-01-15
"1095",10,3,2010,419,2010-01-29
"1096",10,4,2010,459,2010-02-12
"1097",10,5,2010,442,2010-02-26
"1098",10,6,2010,390,2010-03-12
"1099",10,7,2010,214,2010-03-26
"1100",10,8,2010,269,2010-04-09
"1101",10,9,2010,128,2010-04-23
"1102",10,10,2010,107,2010-05-07
"1103",10,11,2010,160,2010-05-21
"1104",10,12,2010,299,2010-06-04
"1105",10,13,2010,412,2010-06-18
"1106",10,14,2010,429,2010-07-02
"1107",10,15,2010,448,2010-07-16
"1108",10,16,2010,400,2010-07-30
"1109",10,17,2010,465,2010-08-13
"1110",10,18,2010,534,2010-08-27
"1111",10,19,2010,545,2010-09-10
"1112",10,20,2010,542,2010-09-24
"1113",10,21,2010,489,2010-10-08
"1114",10,22,2010,549,2010-10-22
"1115",10,23,2010,532,2010-11-05
"1116",10,24,2010,427,2010-11-19
"1117",10,25,2010,349,2010-12-03
"1118",10,26,2010,162,2010-12-17
"1119",10,1,2011,264,2011-01-01
"1120",10,2,2011,171,2011-01-15
"1121",10,3,2011,140,2011-01-29
"1122",10,4,2011,141,2011-02-12
"1123",10,5,2011,115,2011-02-26
"1124",10,6,2011,115,2011-03-12
"1125",10,7,2011,111,2011-03-26
"1126",10,8,2011,175,2011-04-09
"1127",10,9,2011,216,2011-04-23
"1128",10,10,2011,321,2011-05-07
"1129",10,11,2011,430,2011-05-21
"1130",10,12,2011,435,2011-06-04
"1131",10,13,2011,508,2011-06-18
"1132",10,14,2011,477,2011-07-02
"1133",10,15,2011,393,2011-07-16
"1134",10,16,2011,346,2011-07-30
"1135",10,17,2011,365,2011-08-13
"1136",10,18,2011,320,2011-08-27
"1137",10,19,2011,214,2011-09-10
"1138",10,20,2011,190,2011-09-24
"1139",10,21,2011,206,2011-10-08
"1140",10,22,2011,271,2011-10-22
"1141",10,23,2011,366,2011-11-05
"1142",10,24,2011,351,2011-11-19
"1143",10,25,2011,236,2011-12-03
"1144",10,26,2011,85,2011-12-17
"1145",10,1,2012,112,2012-01-01
"1146",10,2,2012,80,2012-01-15
"1147",10,3,2012,85,2012-01-29
"1148",10,4,2012,95,2012-02-12
"1149",10,5,2012,102,2012-02-26
"1150",10,6,2012,81,2012-03-12
"1151",10,7,2012,53,2012-03-26
"1152",10,8,2012,89,2012-04-09
"1153",10,9,2012,83,2012-04-23
"1154",10,10,2012,61,2012-05-07
"1155",10,11,2012,60,2012-05-21
"1156",10,12,2012,83,2012-06-04
"1157",10,13,2012,133,2012-06-18
"1158",10,14,2012,157,2012-07-02
"1159",10,15,2012,218,2012-07-16
"1160",10,16,2012,280,2012-07-30
"1161",10,17,2012,261,2012-08-13
"1162",10,18,2012,297,2012-08-27
"1163",10,19,2012,309,2012-09-10
"1164",10,20,2012,334,2012-09-24
"1165",10,21,2012,427,2012-10-08
"1166",10,22,2012,638,2012-10-22
"1167",10,23,2012,636,2012-11-05
"1168",10,24,2012,616,2012-11-19
"1169",10,25,2012,569,2012-12-03
"1170",10,26,2012,381,2012-12-17
"1171",10,1,2013,1050,2013-01-01
"1172",10,2,2013,683,2013-01-15
"1173",10,3,2013,543,2013-01-29
"1174",10,4,2013,437,2013-02-12
"1175",10,5,2013,347,2013-02-26
"1176",10,6,2013,314,2013-03-12
"1177",10,7,2013,281,2013-03-26
"1178",10,8,2013,345,2013-04-09
"1179",10,9,2013,321,2013-04-23
"1180",10,10,2013,286,2013-05-07
"1181",10,11,2013,387,2013-05-21
"1182",10,12,2013,534,2013-06-04
"1183",10,13,2013,687,2013-06-18
"1184",10,14,2013,898,2013-07-02
"1185",10,15,2013,1108,2013-07-16
"1186",10,16,2013,944,2013-07-30
"1187",10,17,2013,1144,2013-08-13
"1188",10,18,2013,1098,2013-08-27
"1189",10,19,2013,797,2013-09-10
"1190",10,20,2013,746,2013-09-24
"1191",10,21,2013,796,2013-10-08
"1192",10,22,2013,985,2013-10-22
"1193",10,23,2013,951,2013-11-05
"1194",10,24,2013,723,2013-11-19
"1195",10,25,2013,413,2013-12-03
"1196",10,26,2013,128,2013-12-17
"1197",10,1,2014,336,2014-01-01
"1198",10,2,2014,374,2014-01-15
"1199",10,3,2014,367,2014-01-29
"1200",10,4,2014,264,2014-02-12
"1201",10,5,2014,206,2014-02-26
"1202",10,6,2014,230,2014-03-12
"1203",10,7,2014,134,2014-03-26
"1204",10,8,2014,178,2014-04-09
"1205",10,9,2014,104,2014-04-23
"1206",10,10,2014,184,2014-05-07
"1207",10,11,2014,142,2014-05-21
"1208",10,12,2014,149,2014-06-04
"1209",10,13,2014,201,2014-06-18
"1210",10,14,2014,277,2014-07-02
"1211",10,15,2014,376,2014-07-16
"1212",10,16,2014,272,2014-07-30
"1213",10,17,2014,313,2014-08-13
"1214",10,18,2014,377,2014-08-27
"1215",10,19,2014,314,2014-09-10
"1216",10,20,2014,357,2014-09-24
"1217",10,21,2014,337,2014-10-08
"1218",10,22,2014,338,2014-10-22
"1219",10,23,2014,416,2014-11-05
"1220",10,24,2014,320,2014-11-19
"1221",10,25,2014,211,2014-12-03
"1222",10,26,2014,19,2014-12-17
"1223",10,1,2015,263,2015-01-01
"1224",10,2,2015,157,2015-01-15
"1225",10,3,2015,140,2015-01-29
"1226",10,4,2015,119,2015-02-12
"1227",10,5,2015,125,2015-02-26
"1228",10,6,2015,115,2015-03-12
"1229",10,7,2015,81,2015-03-26
"1230",10,8,2015,113,2015-04-09
"1231",10,9,2015,154,2015-04-23
"1232",10,10,2015,271,2015-05-07
"1233",10,11,2015,333,2015-05-21
"1234",10,12,2015,324,2015-06-04
"1235",10,13,2015,272,2015-06-18
"1236",10,14,2015,422,2015-07-02
"1237",10,15,2015,431,2015-07-16
"1238",10,16,2015,502,2015-07-30
"1239",10,17,2015,649,2015-08-13
"1240",10,18,2015,804,2015-08-27
"1241",10,19,2015,708,2015-09-10
"1242",10,20,2015,798,2015-09-24
"1243",10,21,2015,796,2015-10-08
"1244",10,22,2015,1342,2015-10-22
"1245",10,23,2015,2088,2015-11-05
"1246",10,24,2015,1887,2015-11-19
"1247",50,1,1968,0,1968-01-01
"1248",50,2,1968,0,1968-01-15
"1249",50,3,1968,0,1968-01-29
"1250",50,4,1968,0,1968-02-12
"1251",50,5,1968,0,1968-02-26
"1252",50,6,1968,0,1968-03-12
"1253",50,7,1968,0,1968-03-26
"1254",50,8,1968,0,1968-04-09
"1255",50,9,1968,0,1968-04-23
"1256",50,10,1968,0,1968-05-07
"1257",50,11,1968,0,1968-05-21
"1258",50,12,1968,1,1968-06-04
"1259",50,13,1968,0,1968-06-18
"1260",50,14,1968,0,1968-07-02
"1261",50,15,1968,0,1968-07-16
"1262",50,16,1968,0,1968-07-30
"1263",50,17,1968,0,1968-08-13
"1264",50,18,1968,0,1968-08-27
"1265",50,19,1968,0,1968-09-10
"1266",50,20,1968,0,1968-09-24
"1267",50,21,1968,0,1968-10-08
"1268",50,22,1968,0,1968-10-22
"1269",50,23,1968,0,1968-11-05
"1270",50,24,1968,0,1968-11-19
"1271",50,25,1968,0,1968-12-03
"1272",50,26,1968,0,1968-12-17
"1273",50,1,1969,0,1969-01-01
"1274",50,2,1969,0,1969-01-15
"1275",50,3,1969,0,1969-01-29
"1276",50,4,1969,0,1969-02-12
"1277",50,5,1969,0,1969-02-26
"1278",50,6,1969,0,1969-03-12
"1279",50,7,1969,0,1969-03-26
"1280",50,8,1969,0,1969-04-09
"1281",50,9,1969,0,1969-04-23
"1282",50,10,1969,2,1969-05-07
"1283",50,11,1969,7,1969-05-21
"1284",50,12,1969,16,1969-06-04
"1285",50,13,1969,19,1969-06-18
"1286",50,14,1969,16,1969-07-02
"1287",50,15,1969,12,1969-07-16
"1288",50,16,1969,7,1969-07-30
"1289",50,17,1969,3,1969-08-13
"1290",50,18,1969,0,1969-08-27
"1291",50,19,1969,0,1969-09-10
"1292",50,20,1969,0,1969-09-24
"1293",50,21,1969,1,1969-10-08
"1294",50,22,1969,0,1969-10-22
"1295",50,23,1969,0,1969-11-05
"1296",50,24,1969,0,1969-11-19
"1297",50,25,1969,0,1969-12-03
"1298",50,26,1969,0,1969-12-17
"1299",50,1,1970,0,1970-01-01
"1300",50,2,1970,0,1970-01-15
"1301",50,3,1970,0,1970-01-29
"1302",50,4,1970,1,1970-02-12
"1303",50,5,1970,0,1970-02-26
